# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   1.2108901e-13   1.0612406e-13
       114.86345       84.611345       145.11555   7.2675129e-14   5.3346009e-14
       187.42122       145.11555       229.72689   4.1395477e-14   2.0935443e-14
       320.48320       229.72689       411.23950   2.1935460e-14   5.7225563e-15
       501.99580       411.23950       592.75211   1.4043154e-14   3.7352419e-15
       683.50841       592.75211       774.26471  -9.6681753e-16   3.1340881e-15
       890.40442       774.26471       1006.5441   7.6593690e-15   2.3062576e-15
       1157.5258       1006.5441       1308.5074   4.5339063e-15   2.0773969e-15
       1504.7835       1308.5074       1701.0596   5.8082292e-15   1.5920462e-15
       1956.2186       1701.0596       2211.3775   3.1296937e-15   1.6661617e-15
       2648.5459       2211.3775       3085.7143   1.7767840e-16   3.3638532e-15
