# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   6.6289352e-13   2.6843959e-13
       114.86345       84.611345       145.11555   2.0110260e-13   1.1280719e-13
       187.42122       145.11555       229.72689   1.7542107e-13   3.5501113e-14
       320.48320       229.72689       411.23950   8.5644659e-14   6.5485083e-15
       501.99580       411.23950       592.75211   4.2271429e-14   3.7105306e-15
       683.50841       592.75211       774.26471   3.3051045e-14   2.6058401e-15
       890.40442       774.26471       1006.5441   2.5072070e-14   1.8283292e-15
       1157.5258       1006.5441       1308.5074   1.8710951e-14   1.3526099e-15
       1504.7835       1308.5074       1701.0596   1.4684879e-14   1.0878730e-15
       1956.2186       1701.0596       2211.3775   1.2628049e-14   9.3540044e-16
       2648.5459       2211.3775       3085.7143   8.5448934e-15   1.0296868e-15
