# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   1.8006222e-07   9.6784112e-08
       114.86345       84.611345       145.11555   6.5809363e-08   3.7015451e-08
       187.42122       145.11555       229.72689   5.8075238e-08   9.6494878e-09
       320.48320       229.72689       411.23950   3.1878959e-08   1.7887252e-09
       501.99580       411.23950       592.75211   1.3980799e-08   9.0726047e-10
       683.50841       592.75211       774.26471   9.1570016e-09   5.9274476e-10
       890.40442       774.26471       1006.5441   6.8945732e-09   3.1201699e-10
       1157.5258       1006.5441       1308.5074   5.1269264e-09   1.9660310e-10
       1504.7835       1308.5074       1701.0596   3.8963983e-09   1.1604695e-10
       1956.2186       1701.0596       2211.3775   3.3524081e-09   7.2862007e-11
       2648.5459       2211.3775       3085.7143   2.6698291e-09   4.0512476e-11
