# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   4.1710393e-13   1.9383248e-13
       114.86345       84.611345       145.11555   1.3774040e-13   6.8244880e-14
       187.42122       145.11555       229.72689   9.8430652e-14   1.7985670e-14
       320.48320       229.72689       411.23950   5.3149412e-14   3.5976007e-15
       501.99580       411.23950       592.75211   3.0297080e-14   1.8684535e-15
       683.50841       592.75211       774.26471   1.8315800e-14   1.3979904e-15
       890.40442       774.26471       1006.5441   1.5739790e-14   8.8198002e-16
       1157.5258       1006.5441       1308.5074   1.1788926e-14   6.1076191e-16
       1504.7835       1308.5074       1701.0596   1.0181257e-14   4.7800589e-16
       1956.2186       1701.0596       2211.3775   6.6607992e-15   4.6630288e-16
       2648.5459       2211.3775       3085.7143   6.5581600e-15   6.2871054e-16
