# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   5.8088099e-15   3.7339992e-15
       114.86345       84.611345       145.11555   1.8506829e-15   1.0895605e-15
       187.42122       145.11555       229.72689   1.3344305e-15   3.1289694e-16
       320.48320       229.72689       411.23950   5.5550645e-16   6.7350027e-17
       501.99580       411.23950       592.75211   4.2177848e-16   4.7756841e-17
       683.50841       592.75211       774.26471   2.6145492e-16   4.1563550e-17
       890.40442       774.26471       1006.5441   1.8341927e-16   3.5071175e-17
       1157.5258       1006.5441       1308.5074   1.6567330e-16   3.1910502e-17
       1504.7835       1308.5074       1701.0596   2.2929673e-16   3.4163101e-17
       1956.2186       1701.0596       2211.3775   1.1590591e-16   3.7125534e-17
       2648.5459       2211.3775       3085.7143   2.1254669e-16   5.6493361e-17
