# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   3.3061685e-09   1.5148256e-09
       114.86345       84.611345       145.11555   9.1826127e-10   6.5162687e-10
       187.42122       145.11555       229.72689   1.0661377e-09   1.8776578e-10
       320.48320       229.72689       411.23950   6.4833655e-10   3.7707257e-11
       501.99580       411.23950       592.75211   2.9304741e-10   1.9032907e-11
       683.50841       592.75211       774.26471   1.9424337e-10   1.2406265e-11
       890.40442       774.26471       1006.5441   1.4844960e-10   6.6068070e-12
       1157.5258       1006.5441       1308.5074   1.1182204e-10   4.2817288e-12
       1504.7835       1308.5074       1701.0596   8.2627430e-11   2.5536301e-12
       1956.2186       1701.0596       2211.3775   6.8878883e-11   1.6180009e-12
       2648.5459       2211.3775       3085.7143   5.4544626e-11   1.0421267e-12
