# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   2.1435291e-15   9.4839012e-16
       114.86345       84.611345       145.11555   6.5642453e-16   4.6490572e-16
       187.42122       145.11555       229.72689   2.7429753e-16   2.0210609e-16
       320.48320       229.72689       411.23950   5.8565896e-17   5.2050513e-17
       501.99580       411.23950       592.75211  -1.7966552e-17   4.1203867e-17
       683.50841       592.75211       774.26471  -1.4612678e-16   4.0608695e-17
       890.40442       774.26471       1006.5441  -9.0212096e-17   3.7206137e-17
       1157.5258       1006.5441       1308.5074  -9.3673524e-17   3.6666691e-17
       1504.7835       1308.5074       1701.0596   2.3922240e-17   3.7091767e-17
       1956.2186       1701.0596       2211.3775   8.7531935e-17   4.7403040e-17
       2648.5459       2211.3775       3085.7143  -5.2305295e-17   1.2217685e-16
