# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   5.8531617e-12   2.2821061e-12
       114.86345       84.611345       145.11555   1.9254740e-12   8.5937800e-13
       187.42122       145.11555       229.72689   1.5168757e-12   2.6359507e-13
       320.48320       229.72689       411.23950   8.0820444e-13   5.3322306e-14
       501.99580       411.23950       592.75211   4.3688787e-13   2.6529735e-14
       683.50841       592.75211       774.26471   2.7182075e-13   1.8603839e-14
       890.40442       774.26471       1006.5441   2.2051677e-13   1.1246556e-14
       1157.5258       1006.5441       1308.5074   1.6334097e-13   7.4353231e-15
       1504.7835       1308.5074       1701.0596   1.2605127e-13   4.5600777e-15
       1956.2186       1701.0596       2211.3775   1.0257052e-13   3.5923718e-15
       2648.5459       2211.3775       3085.7143   7.5865100e-14   3.4575871e-15
