# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   2.9245219e-11   1.7388736e-11
       114.86345       84.611345       145.11555   6.4513065e-12   6.0256220e-12
       187.42122       145.11555       229.72689   7.7097090e-12   1.4682695e-12
       320.48320       229.72689       411.23950   3.9030400e-12   2.9337298e-13
       501.99580       411.23950       592.75211   1.8691932e-12   1.6647171e-13
       683.50841       592.75211       774.26471   1.3233213e-12   1.1729561e-13
       890.40442       774.26471       1006.5441   9.5621002e-13   7.9354153e-14
       1157.5258       1006.5441       1308.5074   6.9921555e-13   6.1029429e-14
       1504.7835       1308.5074       1701.0596   5.3495629e-13   4.6121942e-14
       1956.2186       1701.0596       2211.3775   4.8259527e-13   3.8204444e-14
       2648.5459       2211.3775       3085.7143   4.2648478e-13   3.3973098e-14
