# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   2.7729402e-10   1.2070722e-10
       114.86345       84.611345       145.11555   6.5718909e-11   5.1144680e-11
       187.42122       145.11555       229.72689   6.8200832e-11   1.2399694e-11
       320.48320       229.72689       411.23950   3.7179081e-11   2.3711999e-12
       501.99580       411.23950       592.75211   1.8689090e-11   1.1872259e-12
       683.50841       592.75211       774.26471   1.1186258e-11   7.9758927e-13
       890.40442       774.26471       1006.5441   9.1423137e-12   4.6331679e-13
       1157.5258       1006.5441       1308.5074   6.4842838e-12   2.9088061e-13
       1504.7835       1308.5074       1701.0596   5.0612073e-12   1.9036117e-13
       1956.2186       1701.0596       2211.3775   4.0715862e-12   1.4247054e-13
       2648.5459       2211.3775       3085.7143   3.1360432e-12   1.1340922e-13
