# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   8.0893253e-15   5.7720307e-15
       114.86345       84.611345       145.11555   5.9627692e-15   3.2702431e-15
       187.42122       145.11555       229.72689   4.7828320e-15   1.2712834e-15
       320.48320       229.72689       411.23950   1.6888314e-15   3.7274242e-16
       501.99580       411.23950       592.75211   1.5355633e-15   2.4225167e-16
       683.50841       592.75211       774.26471   7.3600318e-16   2.1903344e-16
       890.40442       774.26471       1006.5441   1.5792722e-15   1.6700273e-16
       1157.5258       1006.5441       1308.5074   1.8816559e-15   1.5825979e-16
       1504.7835       1308.5074       1701.0596   1.6009239e-15   1.3633807e-16
       1956.2186       1701.0596       2211.3775   6.9438494e-16   1.5689170e-16
       2648.5459       2211.3775       3085.7143   3.6241839e-16   4.2373095e-16
