# SP
# AG
# LH2
# MC
# bootes_dg
# SPC4
# SPC5
# NEP4
# ebhis_sfl_inc
# ebhis_sfl_dg
# N1
# k, bintab_low, bintab_high, pk, sigma_pk [K^2xsr]
       54.238709       23.866072       84.611345   4.9849081e-14   2.5657058e-14
       114.86345       84.611345       145.11555   1.5662297e-14   7.9657057e-15
       187.42122       145.11555       229.72689   1.1127035e-14   2.0468957e-15
       320.48320       229.72689       411.23950   5.5570677e-15   4.2567578e-16
       501.99580       411.23950       592.75211   2.9432424e-15   2.4407771e-16
       683.50841       592.75211       774.26471   1.9295416e-15   1.9475104e-16
       890.40442       774.26471       1006.5441   1.4568549e-15   1.3743660e-16
       1157.5258       1006.5441       1308.5074   1.0191487e-15   1.0759466e-16
       1504.7835       1308.5074       1701.0596   1.0001650e-15   9.7896093e-17
       1956.2186       1701.0596       2211.3775   9.0762133e-16   9.3955248e-17
       2648.5459       2211.3775       3085.7143   8.2722216e-16   1.3363032e-16
